"Name","Line","Zones","NoteLength","Reasons","Preview"
"Ark Angel EV","4754","""Lumoria""","251","medium-long","Involved in Quests: * Divine Might * Temper Your Arrogance Involved in Missions: * Zilart Mission 1: The New Frontier * Zilart Mission 8: Return to Delkfutt's Tower * Zilart Mission 14: Ark Angels * Promathia Mission 7-5..."
"Ark Angel HM","4758","""Lumoria""","251","medium-long","Involved in Quests: * Divine Might * Eliminate Your Apathy Involved in Missions: * Zilart Mission 1: The New Frontier * Zilart Mission 8: Return to Delkfutt's Tower * Zilart Mission 14: Ark Angels * Promathia Mission 7-5..."
"Hakaru-Marikaru","1098","""Windurst"", ""Windurst Woods""","251","medium-long","Notes: Dialog: Elvaan are all so high and haughty. It almost seems like they look down at us Tarutaru at times. Huh...? How dare you say that's because we are so short that everyone can't help but look down at us! Beat i..."
"Larkin, C.A.","4646","""Jugner Forest (S)""","251","medium-long; instruction wording","Notes: * Jeuno affiliated Campaign Arbiter. Present when Beastmen have control of Jugner Forest (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign *Loc..."
"Bahamut","5021","""Outland""","250","medium-long","Involved in Quests: * Storms of Fate * The Wyrmking Descends Involved in Missions: * Promathia Mission 1-1: The Rites of Life * Promathia Mission 2-5: Ancient Vows * Promathia Mission 4-2: The Savage * Promathia Mission ..."
"Chayaya","2115","""Al Zahbi""","249","medium-long","Notes: * Can be taken in a Besieged. * When prisoner, the Al Zahbi Woodworking Guild Merchant will be too distraught to open her shop. * Corsairs looking to collect the dice for Phantom Roll should also seek out Jajaroon..."
"Luuh Koplehn","1002","""Windurst"", ""Windurst Walls""","249","medium-long","Notes: Dialog: Come on, Professorrr Koru-Moru. I'm not moving until you cough up the gil forrr yourrr overdue accounts at the Bonework's Guild. As both a ministerrr and the principal of our local school, shouldn't you be..."
"Nalba-Dalaba","3912","""Crawlers' Nest (S)"", ""Windurst (S)""","249","medium-long","Notes: ""...Ever since the Federal Forces took over the storerooms for their operations, my business has become a literal casualty of war.And the fields are being trompy-stomped from the battles with turtlemen. What's an ..."
"Runje Desaali","2465","""Adoulin"", ""Cutscene"", ""Eastern Adoulin""","249","medium-long; instruction wording; wiki markup","Notes: * Sells High-purity Bayld for 10,000 bayld apiece. **You must ask her about Geosuke before this service is available. **Purchasing 100 H-P Bayld in one transaction nets you a free pinch of H-P Bayld. *Provides bay..."
"Umbral Diabolos","5108","""Outland"", ""Removed from the game""","248","medium-long","Notes: * These were four true-sight NPCs that spawned Diabolos Heart, Diabolos Diamond, Diabolos Spade, or Diabolos Club when aggroed. They despawned after aggroing. They were removed from the game when Dynamis - Tavnazi..."
"Kuroido-Moido","5197","""Port Windurst on stage inside Orastery"", ""Windurst""","247","medium-long","Starts Quests: * Making Amens! * Orastery Woes Involved in Missions: * Windurst Mission 1-1: The Horutoto Ruins Experiment * Windurst Mission 3-1: To Each His Own Right * Windurst Mission 6-1: Full Moon Fountain * That W..."
"Ark Angel MR","4759","""Lumoria"", ""Various Cutscenes, La'Loff Amphitheater""","246","medium-long","Involved in Quests: * Divine Might * Stifle Your Envy Involved in Missions: * Zilart Mission 1: The New Frontier * Zilart Mission 8: Return to Delkfutt's Tower * Zilart Mission 14: Ark Angels * Promathia Mission 7-5: The..."
"Quiri-Aliri","2461","""Adoulin"", ""Eastern Adoulin""","246","medium-long","Notes: * Ionis is a beneficial Status Effect recognizing adventurers as an official participant in the Ulbukan pioneering effort. The application of the Signet, Sanction, Sigil, and Ionis effects are mutually exclusive a..."
"Ark Angel GK","4757","""Lumoria""","245","medium-long","Involved in Quests: * Divine Might * Quell Your Rage Involved in Missions: * Zilart Mission 1: The New Frontier * Zilart Mission 8: Return to Delkfutt's Tower * Zilart Mission 14: Ark Angels * Promathia Mission 7-5: The ..."
"Bottomless Gorge","2529","""Bastok (S)"", ""Bastok Markets (S)""","245","medium-long","Notes: ""This is the Freidrich Battery. It bears the name of President Freidrich, our great leader during the First Battle of Konschtat. The battery has been reinforced with the finest Bastokan artillery to repel the sieg..."
"Rararoon","2275","""Nashmau""","245","medium-long; instruction wording","Notes: * Automaton parts stack to 12 * Automaton parts may be purchased in quantities of 1~12 * You only need to have Puppetmaster at the stated Level Requirement to purchase Rararoon's wares, you do not have your main j..."
"Ace of Batons","5601","""Windurst""","242","medium-long","Involved in Missions: * Windurst Mission 1-2: The Heart of the Matter * Windurst Mission 2-1: Lost for Words * Windurst Mission 8-2: The Jester Who'd Be King * Windurst Mission 9-1: Doll of the Dead * Windurst Mission 9-..."
"Ace of Cups","5604","""Windurst""","242","medium-long","Involved in Missions: * Windurst Mission 1-2: The Heart of the Matter * Windurst Mission 2-1: Lost for Words * Windurst Mission 8-2: The Jester Who'd Be King * Windurst Mission 9-1: Doll of the Dead * Windurst Mission 9-..."
"Ace of Swords","5605","""Windurst""","242","medium-long","Involved in Missions: * Windurst Mission 1-2: The Heart of the Matter * Windurst Mission 2-1: Lost for Words * Windurst Mission 8-2: The Jester Who'd Be King * Windurst Mission 9-1: Doll of the Dead * Windurst Mission 9-..."
"Burute-Sorute","969","""Windurst"", ""Windurst Walls""","242","medium-long","Notes: * Will change your Title for a fee or can give you a random title for free. *For a full list of titles, which you can get with this NPC, see Titles. *This npc has moved, slightly. He is now on top of rock across f..."
"Matthias (S)","2564","""Bastok (S)"", ""Bastok Markets (S)""","242","medium-long","Notes: ""I'm a huge fan of Laila's dancing! She's such an artist! Everyone agrees that she is a child prodigy. It's undeniable! Unfortunately, she's also famous for not signing autographs. Promise if you ever get one, you..."
"Nicadio (A)","2920","""Abyssea"", ""Abyssea - Misareaux""","242","medium-long; wiki markup","Starts Quests: * Reports your progress towards finishing Abyssea - Misareaux's objectives. * =Goals completed= * Completing all quests: 8,000 Cruor. * Obtaining all Abyssite: 10,000 Cruor * Obtaining all Atma: 12,000 Cru..."
"Deadly Spider (A)","2824","""Abyssea"", ""Abyssea - Grauberg""","241","medium-long; wiki markup","Starts Quests: * Reports your progress towards finishing Abyssea - Grauberg's objectives. * =Goals completed= * Completing all quests: 8,000 Cruor. * Obtaining all Abyssite: 10,000 Cruor * Obtaining all Atma: 12,000 Cruo..."
"Leffquen","1253","""Jeuno"", ""Port Jeuno""","241","medium-long; wiki markup","Notes: Checks the weather for the following locations: :*Valkurm Dunes :*Jugner Forest :*Batallia Downs :*Pashhow Marshlands :*Rolanberry Fields :*Meriphataud Mountains :*Sauromugue Champaign :*The Sanctuary of Zi'Tah :*..."
"1st Legion Reiter","3242","""Bastok (S)"", ""Bastok Markets (S)Crawlers' Nest (S)"", ""Battle""","240","medium-long","Notes: * Appears in Campaign Battles in Bastok Markets (S) and Crawlers' Nest (S), following Else. They will cure themselves, as well as Else. *""1st Legion"" probably indicates they are the cavalry of Legatus Berger's 1st..."
"Adelinde","2517","""Bastok (S)"", ""Bastok Markets (S)""","240","medium-long","Notes: ""The Brilioth Estate lies in the residential area. They are certainly the most notable family of dancers in these parts. They say the only daughter, Laila, is doing her dancer training now under the strict tutelag..."
"Pakeke","1014","""Windurst"", ""Windurst Walls""","240","medium-long","Notes: Dialog: Welcome to the magical town of Windurst. Home of fun-loving Tarutaru and free-willed Mithra. You are now in Windurst Walls. It's a holy site revered by us Tarutaru since ancientaru times. I hope you enjoy ..."
"Rodin-Comidin","2052","""Aht Urhgan Whitegate"", ""Al Zahbi"", ""Windurst""","240","medium-long","Involved in Quests: * Divine Interference Involved in Missions: * Aht Urhgan Mission 38: Stirrings of War * Aht Urhgan Mission 39: Allied Rumblings * Aht Urhgan Mission 41: Light of Judgment * Aht Urhgan Mission 42: Path..."
"Vavegallet (A)","2991","""Abyssea"", ""Abyssea - Vunkerl""","240","medium-long; wiki markup","Starts Quests: * Reports your progress towards finishing Abyssea - Vunkerl's objectives. * =Goals completed= * Completing all quests: 8,000 Cruor. * Obtaining all Abyssite: 10,000 Cruor * Obtaining all Atma: 12,000 Cruor..."
"Vestillet","5365","""San d'Oria (S)""","240","medium-long","Involved in Missions: * WOTG06: A Timeswept Butterfly * WOTG07: Purple, The New Black * WOTG08: In the Name of the Father * WOTG20: On Thin Ice * WOTG21: Proof of Valor * WOTG22: A Sanguinary Prelude * WOTG25: The Will o..."
"Volker (S)","3294","""Bastok (S)"", ""Cutscene"", ""Cutscenes""","240","medium-long","Involved in Quests: * Fires of Discontent * Light in the Darkness * Burden of Suspicion * Storm on the Horizon * Fire in the Hole * Quelling the Storm * Honor Under Fire * What Price Loyalty * The Truth Lies Hid * Bonds ..."
"Babenn","132","""Bastok Mines""","239","medium-long","Involved in Quests: * The Eleventh's Hour * Riding on the Clouds Involved in Missions: * San d'Oria Mission 4-1: Magicite * Bastok Mission 4-1: Magicite * Windurst Mission 4-1: Magicite * Bastok Mission 8-2: Enter the Ta..."
"Deidogg","142","""Bastok Mines""","239","medium-long","Starts Quests: * The Talekeeper's Truth * The Talekeeper's Gift Involved in Quests: * Lure of the Wildcat (Bastok) Involved in Missions: * Bastok Mission 8-2: Enter the Talekeeper * Bastok Mission 9-2: Where Two Paths Co..."
"Munitions Moogle","1258","""Port Jeuno""","238","medium-long; instruction wording","Notes: * Will return any lost ammunition-generating belt granted as part of augmenting REMA item level 119 ranged weaponry. Will only perform this service once per character. Trade the Moogle the corresponding item to re..."
"Palarillont","1437","""Jeuno"", ""Upper Jeuno""","238","medium-long; instruction wording","Notes: Dialog: *""Long have I hoarded my gil, and the time for purchase is at hand! But shall I buy weaponry or armor?"" *""In offense the best defense may lie, but quickly is the unarmored knight struck down. Hmm... Which ..."
"Wata Khamazom","2288","""Nashmau""","238","medium-long","Notes: Sells: *Shortbow 44 gil *Self Bow 536 gil *Wrapped Bow 7,920 gil *Longbow 492 gil *Great Bow 21,812 gil *Wooden Arrow 4 gil *Iron Arrow 8 gil *Silver Arrow 18 gil *Fire Arrow 140 gil *Crossbow Bolt 6 gil *Throwing..."
"Appollonia","1396","""Jeuno"", ""Upper Jeuno""","237","medium-long; wiki markup","Notes: Checks weather for the following locations: :*Valkurm Dunes :*Jugner Forest :*Batallia Downs :*Pashhow Marshlands :*Rolanberry Fields :*Meriphataud Mountains :*Sauromugue Champaign :*The Sanctuary of Zi'Tah :*Qufi..."
"Nicolaus","3280","""Bastok (S)"", ""Bastok Markets (S) (Cutscene only)"", ""Cutscene""","237","medium-long","Involved in Quests: * Fires of Discontent * Light in the Darkness * Burden of Suspicion * Storm on the Horizon * Fire in the Hole * On Sabbatical * Quelling the Storm * Honor Under Fire * Beneath the Mask * What Price Lo..."
"Shashan-Mishan","1370","""Jeuno"", ""Lower Jeuno""","237","medium-long; wiki markup","Notes: Checks weather for the following locations: :*Valkurm Dunes :*Jugner Forest :*Batallia Downs :*Pashhow Marshlands :*Rolanberry Fields :*Meriphataud Mountains :*Sauromugue Champaign :*The Sanctuary of Zi'Tah :*Qufi..."
"Petva","1512","""Jeuno"", ""Ru'Lude Gardens""","235","medium-long; instruction wording","Notes: Dialog: *""Sir Nag'molada often speaks with the common people of the duchy. I even heard that promotions are granted to those who happen to impress him."" *""I wonder if he will ever stop to speak with me... What wou..."
"Dhen Kwherri, M.C.","4812","""Meriphataud Mountains (S)"", ""Windurst (S)""","234","medium-long","Notes: * Windurst (S) affiliated Campaign Arbiter. Present when Windurst (S) has control of Meriphataud Mountains (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name du..."
"Jakoh Wahcondalo","1773","""Kazham""","234","medium-long","Starts Quests: * A Question of Taste * Cloak and Dagger * Everyone's Grudging Involved in Quests: * Tuning Out Involved in Missions: * Windurst Mission 7-2: Awakening of the Gods * Zilart Mission 3: Kazham's Chieftainess"
"Raurart, R.K.","4816","""Meriphataud Mountains (S)"", ""San d'Oria (S)""","234","medium-long","Notes: * San d'Oria affiliated Campaign Arbiter. Present when San d'Oria (S) has control of Meriphataud Mountains (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name du..."
"Alreage, R.K.","5347","""San d'Oria (S)"", ""Sauromugue Champaign (S)""","233","medium-long","Notes: * San d'Oria affiliated Campaign Arbiter. Present when San d'Oria (S) has control of Sauromugue Champaign (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name dur..."
"Hdya Mhirako, M.C.","5379","""Sauromugue Champaign (S)"", ""Windurst (S)""","233","medium-long","Notes: * Windurst (S) affiliated Campaign Arbiter. Present when Windurst (S) has control of Sauromugue Champaign (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name dur..."
