"Name","Type","Zones","Location","Info","Note","Icon"
"Tico Karimakiba","Adventurer's Assistant NPC","Windurst; Windurst Woods","Windurst Woods K-5","Notes:
thumb|100px|MonstersOffers Information on Monster Relationships: :Hey! What do you want? Don't tell me... You heard that I have a monster correlation chart and came to beg me to show it to you, rrright? :*""Yes."": I knew it! I don't mind showing it to you. Besides, I'm a topnotch hunter, so I don't need it anyway. I was given this parchment a few years ago by a scrrruffy old Elvaan man. I helped him out when I found him lost in the woods, and this was his way of paying me back. To tell you the truth, I wasn't that interested in it, so I didn't pay much attention to his explanation and have forrrgotten most of what he said. It was something about how the different types of monsters eat each other in order to surrrvive, so I guess he was trying to tell me to referrr to this pattern when I go hunting. But whenever I spot a monster, I become totally obsessed by the thought of the hunt and forrrget all about his advice and this chart. Maybe it's enough to just keep this knowledge locked away in the back of your mind somewhere, in case you ever need it. But if you want to know more, then you'll just have to go and track down that old guy. You're welcome to have another gander at this chart whenever you want to. It's a pain to explain it to everyone who asks, but maybe it is some kind of fate... Actually, I've found that I enjoy helping people out. :*""No."": Oh, so you're just trying to flirt with me, huh? Well, sorry there, but I'm not interrrested in men or women. The only thing that makes my heart leap are the tracks and droppings of my next hunting game, thank you.","Notes:
thumb|100px|MonstersOffers Information on Monster Relationships: :Hey! What do you want? Don't tell me... You heard that I have a monster correlation chart and came to beg me to show it to you, rrright? :*""Yes."": I knew it! I don't mind showing it to you. Besides, I'm a topnotch hunter, so I don't need it anyway. I was given this parchment a few years ago by a scrrruffy old Elvaan man. I helped him out when I found him lost in the woods, and this was his way of paying me back. To tell you the truth, I wasn't that interested in it, so I didn't pay much attention to his explanation and have forrrgotten most of what he said. It was something about how the different types of monsters eat each other in order to surrrvive, so I guess he was trying to tell me to referrr to this pattern when I go hunting. But whenever I spot a monster, I become totally obsessed by the thought of the hunt and forrrget all about his advice and this chart. Maybe it's enough to just keep this knowledge locked away in the back of your mind somewhere, in case you ever need it. But if you want to know more, then you'll just have to go and track down that old guy. You're welcome to have another gander at this chart whenever you want to. It's a pain to explain it to everyone who asks, but maybe it is some kind of fate... Actually, I've found that I enjoy helping people out. :*""No."": Oh, so you're just trying to flirt with me, huh? Well, sorry there, but I'm not interrrested in men or women. The only thing that makes my heart leap are the tracks and droppings of my next hunting game, thank you.",""
"Tielleque","Chocobo Renter","Kazham","Kazham F-9","Starts Quests:
- A Chocobo Riding Game (Kazham)","Starts Quests:
- A Chocobo Riding Game (Kazham)","ChocoboRenter.png"
"Tiger Tooth","","Bastok; Port Bastok","Port Bastok J-7","Involved in Missions:
- Bastok Mission 3-2: To the Forsaken Mines (cutscene)","Involved in Missions:
- Bastok Mission 3-2: To the Forsaken Mines (cutscene)",""
"Tiger Tooth (A)","","Abyssea; Abyssea - Uleguerand Second Outpost","Abyssea - Uleguerand Second Outpost","","",""
"Tih Pikeh","Mission Giver NPC","Windurst; Windurst Woods","Windurst Woods K-10","","",""
"Tihl Midurhi","Cutscene NPC","Cutscene; Windurst (S); Windurst Waters (S)","Windurst Waters (S)","Involved in Quests:
- The Tigress Stirs
- The Tigress Strikes
- Knot Quite There
- A Manifest Problem
- The Long March North","Involved in Quests:
- The Tigress Stirs
- The Tigress Strikes
- Knot Quite There
- A Manifest Problem
- The Long March North",""
"Tilala","Guild Merchant NPC: Clothcraft Guild :Open: 6:00 - 21:00 :No longer shares stock with Gibol.","Selbina","Selbina H-9","Notes:
Despite being a male Tarutaru, his name conforms to female Tarutaru naming conventions. This may be a subtle nod to the preponderance of feminine tendencies in the fashion industry.","Notes:
Despite being a male Tarutaru, his name conforms to female Tarutaru naming conventions. This may be a subtle nod to the preponderance of feminine tendencies in the fashion industry.",""
"Tilian","","Bastok; Port Bastok","Port Bastok F-8","Involved in Quests:
- Lure of the Wildcat (Bastok)","Involved in Quests:
- Lure of the Wildcat (Bastok)",""
"Tillecoe","Diorama Abdhaljs-Ghelsba Officer","Jeuno; Ru'Lude Gardens","Ru'Lude Gardens I-8","Notes:
As student of the great mage Abdhaljs, she handles all matters related to Diorama Abdhaljs-Ghelsba where private Ballista matches are played, including the distribution of the Ballista Redbook and Whitebook and transportation to the battlefield.","Notes:
As student of the great mage Abdhaljs, she handles all matters related to Diorama Abdhaljs-Ghelsba where private Ballista matches are played, including the distribution of the Ballista Redbook and Whitebook and transportation to the battlefield.",""
"Timid Scorpion, L.C.","Campaign NPC","Bastok (S); Xarcabard (S), (?-?)","Xarcabard (S), (?-?)","Notes:
*Bastok affiliated Campaign Arbiter. Present when Bastok has control of Xarcabard (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","Notes:
*Bastok affiliated Campaign Arbiter. Present when Bastok has control of Xarcabard (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign",""
"Timothy","Chocobo Circuit Associate","Chocobo Circuit; Chocobo Circuit Windurst Entry Gate","Chocobo Circuit Windurst Entry Gate","Notes:
*Mans the Windurst Chocobo Circuit information desk.","Notes:
*Mans the Windurst Chocobo Circuit information desk.",""
"Tinjue","Melody Minstrel","Jeuno; Upper Jeuno","Upper Jeuno G-6","Notes:
This NPC will let you watch cutscenes that you have seen in Upper Jeuno in the past, for a small fee.","Notes:
This NPC will let you watch cutscenes that you have seen in Upper Jeuno in the past, for a small fee.",""
"Tio Moshroca","","Kazham","Kazham E-8","Notes:
Nothing is known about her or what she is guarding. Possibly a scrapped quest or never-implemented expansion area.","Notes:
Nothing is known about her or what she is guarding. Possibly a scrapped quest or never-implemented expansion area.",""
"Tiruru","","Tavnazian Safehold","Tavnazian Safehold G-9, upper level","","",""
"Titania","","Freelance; Grauberg (S), Windurst Waters (S), Fort Karugo-Narugo Notes: *Appears in Campaign battles. *Assisted by 9 Faeries. *The nation with which Titania is currently affiliated can receive an additional Sigil effect that decreases the amount of experience loss per death for 100 Allied Notes. *Cast Raise III on defeated players with Allied Tags. Maruna-Kurina's Notes: Titania is the name of the celebrated Queen of Pixies from the classic Bastokan drama, “Midwinter Dream.” Of course, that is no more than a tale of fantasy to delight children. We all know that pixies don't exist in the real-- What!? You've seen one? Are you having a jape at my expense!? Well, what I do know for certain-wertain is this. Nothing. Only that rumors suggest offering bottled pixie to the Witchfire Glen in Grauberg will help in headhunting...whatever this being may be. N-n-not thataru I'm dying to find out or anything! How to Influence: *Witchfire Glen side quest Quotes: Upon talking to Titania: ""For a split second, you thought you saw Titania turn and shoot you a tiny smile.""","Grauberg (S), Windurst Waters (S), Fort Karugo-Narugo Notes: *Appears in Campaign battles. *Assisted by 9 Faeries. *The nation with which Titania is currently affiliated can receive an additional Sigil effect that decreases the amount of experience loss per death for 100 Allied Notes. *Cast Raise III on defeated players with Allied Tags. Maruna-Kurina's Notes: Titania is the name of the celebrated Queen of Pixies from the classic Bastokan drama, “Midwinter Dream.” Of course, that is no more than a tale of fantasy to delight children. We all know that pixies don't exist in the real-- What!? You've seen one? Are you having a jape at my expense!? Well, what I do know for certain-wertain is this. Nothing. Only that rumors suggest offering bottled pixie to the Witchfire Glen in Grauberg will help in headhunting...whatever this being may be. N-n-not thataru I'm dying to find out or anything! How to Influence: *Witchfire Glen side quest Quotes: Upon talking to Titania: ""For a split second, you thought you saw Titania turn and shoot you a tiny smile.""","","",""
"Titus","Alchemy Synthesis Image Support NPC","Bastok; Bastok Mines","Bastok Mines L-7","Starts Quests:
- Fully Mental Alchemist","Starts Quests:
- Fully Mental Alchemist",""
"Titus (A)","","Abyssea; Abyssea - Altepa","Abyssea - Altepa","Starts Quests:
- The Titus Touch","Starts Quests:
- The Titus Touch",""
"Tiyaash","","Battle; Jade Sepulcher; Outland","Jade Sepulcher","Involved in Quests:
- Moment of Truth","Involved in Quests:
- Moment of Truth",""
"Toeh Leddenbah","","Kazham","Kazham H-11","","",""
"Toh Zonikki","Adventurer's Assistant","Bibiki Bay - Purgonorgo Isle; Outland","Bibiki Bay - Purgonorgo Isle H-7","Notes:
The mithra manages Clamming - using a bucket and water to find items. She can sell and upgrade your Clamming kit up to 200 pz. Beginning - Toh Zonikki: ""Welcome to Purrrgonorgo, pardner! How'd ya like to try yer hand at some clammin'? It'll only cost ya a mere 500 gil!"" What is all this clamming? - Toh Zonikki: ""What's a clammin'? What arrre you, one of them city folk? Where do you think clams come from, boy, some magical clam factory in the sky? If ya want a clam, you hafta dig it from the sand!Now if ya want, I can lt ya borrow this clamming kit. Use it, and you'll be swimmin' in shellfish!Once ya dig 'em up, jus' pop all the clams into the bucket that comes with the kit. That tin beauty'll hold up near 50 ponzes.When you've had enough clammin' and you'rrre ready to thrrrow in the towel, jus' mosey on over here and I'll wrap yer clams up for the trip back to the mainland. So, whaddaya say?"" Ready to get clammin'? or I was born to clam - Toh Zonikki: ""Spoken like a true clammer! Here's yer clamming kit.Rememberrr, I'm loanin' ya this kit outta the kindness of my heart. Ya don't leavin' this here island untils you've given her bck to me, hear?"" Sells: *Clamming kit (key item) 500 gil for further details, see Clamming","Notes:
The mithra manages Clamming - using a bucket and water to find items. She can sell and upgrade your Clamming kit up to 200 pz. Beginning - Toh Zonikki: ""Welcome to Purrrgonorgo, pardner! How'd ya like to try yer hand at some clammin'? It'll only cost ya a mere 500 gil!"" What is all this clamming? - Toh Zonikki: ""What's a clammin'? What arrre you, one of them city folk? Where do you think clams come from, boy, some magical clam factory in the sky? If ya want a clam, you hafta dig it from the sand!Now if ya want, I can lt ya borrow this clamming kit. Use it, and you'll be swimmin' in shellfish!Once ya dig 'em up, jus' pop all the clams into the bucket that comes with the kit. That tin beauty'll hold up near 50 ponzes.When you've had enough clammin' and you'rrre ready to thrrrow in the towel, jus' mosey on over here and I'll wrap yer clams up for the trip back to the mainland. So, whaddaya say?"" Ready to get clammin'? or I was born to clam - Toh Zonikki: ""Spoken like a true clammer! Here's yer clamming kit.Rememberrr, I'm loanin' ya this kit outta the kindness of my heart. Ya don't leavin' this here island untils you've given her bck to me, hear?"" Sells: *Clamming kit (key item) 500 gil for further details, see Clamming",""
"Tohka Telposkha","","Aht Urhgan Whitegate; Al Zahbi","Aht Urhgan Whitegate I-8","Involved in Quests:
- Led Astray
- Promotion: Second Lieutenant","Involved in Quests:
- Led Astray
- Promotion: Second Lieutenant",""
"Tohopka","","Port Windurst; Windurst","Port Windurst E-7 (Orastery)","Involved in Quests:
- To Catch a Falling Star","Involved in Quests:
- To Catch a Falling Star",""
"Tohs Jhannih","","Windurst (S); Windurst Waters (S)","Windurst Waters (S) F-8 - North","Involved in Quests:
- When One Man Is Not Enough","Involved in Quests:
- When One Man Is Not Enough",""
"Toi-Poi","","Windurst; Windurst Walls","Windurst Walls K-5","","",""
"Toji Mumosulah","Standard Merchant","Kazham","Kazham I-8 - M & P's Market","","",""
"Tokaka","","Port Windurst; Windurst","Port Windurst C-8","Starts Quests:
- Something Fishy

Involved in Quests:
- Blast from the Past","Starts Quests:
- Something Fishy

Involved in Quests:
- Blast from the Past",""
"Tomasa","Standard Merchant","Bastok; Metalworks","Metalworks H-9 - Craftsmen's Eatery","","",""
"Tomoa-Nomoa, C.C.","Campaign NPC","Garlaige Citadel (S); Windurst (S)","Garlaige Citadel (S) I-6{{verification","Notes:
*Windurst (S) affiliated Campaign Arbiter. Present when Windurst (S) has control of Garlaige Citadel (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","Notes:
*Windurst (S) affiliated Campaign Arbiter. Present when Windurst (S) has control of Garlaige Citadel (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign",""
"Tonana","Warp NPC","Windurst; Windurst Waters map = North|G-8","Windurst Waters map = North|G-8","Notes:
A Warp NPC. She will warp you for free to Pattsu-Yabittsu (Windurst Woods, K-12).","Notes:
A Warp NPC. She will warp you for free to Pattsu-Yabittsu (Windurst Woods, K-12).",""
"Tonasav","","Mhaura","Mhaura (H-9)","Starts Missions:
- The Beginning

Notes:
The Beginning can also be started with Pacomart in Selbina.","Starts Missions:
- The Beginning

Notes:
The Beginning can also be started with Pacomart in Selbina.",""
"Tonberry Priest","","Outland; Temple of Uggalepih","Temple of Uggalepih F-11","Involved in Quests:
- Everyone's Grudge

Notes:
*A mistrusting Tonberry hidden in the Temple of Uggalepih. He's always willing to forgive your accumulated Tonberry rancor... for a price.","Involved in Quests:
- Everyone's Grudge

Notes:
*A mistrusting Tonberry hidden in the Temple of Uggalepih. He's always willing to forgive your accumulated Tonberry rancor... for a price.",""
"Tonule","Melody Minstrel","Port Windurst; Windurst","Port Windurst B-5","Notes:
This NPC will let you watch cut-scenes that you have seen in Port Windurst in the past, for a small fee.","Notes:
This NPC will let you watch cut-scenes that you have seen in Port Windurst in the past, for a small fee.",""
"Topok-Hippok","Cutscene NPC","Aht Urhgan Whitegate (Appears only in cutscenes); Al Zahbi; Cutscene","Aht Urhgan Whitegate (Appears only in cutscenes)","Involved in Quests:
- Delivering the Goods
- Vanishing Act","Involved in Quests:
- Delivering the Goods
- Vanishing Act",""
"Toppi-Meppi","VCS Chocobuck Exchange Depot Vendor","Windurst; Windurst Woods","Windurst Woods K-12","Notes:
*Used to sell items in exchange for Chocobucks (see Chocobuck items). *Replaced Robino-Mobino as of the [https://forum.square-enix.com/ffxi/threads/54790?p=611716#post611716 December 11, 2018] update.","Notes:
*Used to sell items in exchange for Chocobucks (see Chocobuck items). *Replaced Robino-Mobino as of the [https://forum.square-enix.com/ffxi/threads/54790?p=611716#post611716 December 11, 2018] update.",""
"Toppled Tree","Quest NPC","Adoulin; Marjami Ravine","Marjami Ravine M-7","Starts Quests:
- Hide and Go Peak

Involved in Quests:
- Did You Feel That?","Starts Quests:
- Hide and Go Peak

Involved in Quests:
- Did You Feel That?",""
"Topuru-Kuperu","","Bastok; Metalworks","Metalworks I-7","","",""
"Torapiont","Standard Merchant","Selbina; Shepherd's Muster - Selbina","Shepherd's Muster - Selbina J-9","Notes:
Sells level 9-36 weapons and level 1-14 ammo.","Notes:
Sells level 9-36 weapons and level 1-14 ammo.",""
